index,names,stats,p_values
3242,Permission::MOUNT_UNMOUNT_FILESYSTEMS,22321.011248526764,0.0
3240,Permission::CHANGE_WIFI_STATE,17168.82977629007,0.0
3249,Permission::GET_TASKS,16600.018339604,0.0
3950,Intent::PACKAGE_REMOVED,16365.16044470525,0.0
3430,Permission::CHANGE_NETWORK_STATE,15538.667461877496,0.0
3253,Permission::READ_LOGS,15130.358069071997,0.0
3255,Permission::REQUEST_INSTALL_PACKAGES,14213.584678741432,0.0
3948,Intent::USER_PRESENT,13334.964880554726,0.0
3084,APICall::Landroid/view/Window.setType(),12875.966741500375,0.0
3244,Permission::SYSTEM_ALERT_WINDOW,12587.043101698202,0.0
6250,Intent::REPORT,12374.328812698408,0.0
3257,Intent::CONNECTIVITY_CHANGE,12302.827107370487,0.0
3252,Permission::ACCESS_LOCATION_EXTRA_COMMANDS,11775.520292933306,0.0
6251,Intent::MESSAGE_RECEIVED,10782.48981476111,0.0
3250,Permission::RECORD_AUDIO,9829.126919504472,0.0
2701,Permission::READ_PHONE_STATE,8579.893437055045,0.0
3254,Permission::MODIFY_AUDIO_SETTINGS,7892.684890784462,0.0
3,Permission::WRITE_SETTINGS,7494.456690316156,0.0
3245,Permission::CAMERA,7115.492736507977,0.0
243,APICall::Landroid/view/KeyEvent.getAction(),7111.362618023917,0.0
90,APICall::Landroid/view/View.setVisibility(),7057.626178963371,0.0
1135,APICall::Landroid/util/SparseArray.get(),7004.60887425722,0.0
1142,APICall::Landroid/util/SparseArray.size(),6998.038316692909,0.0
1824,APICall::Landroid/widget/Button.setOnClickListener(),6973.779859086234,0.0
244,APICall::Landroid/view/KeyEvent.getKeyCode(),6952.799163092745,0.0
217,APICall::Landroid/content/res/Resources.getResourceName(),6943.89303089951,0.0
1035,APICall::Landroid/view/LayoutInflater.inflate(),6939.043731596209,0.0
1277,APICall::Landroid/view/View.getId(),6923.560332961021,0.0
331,APICall::Landroid/util/SparseArray.put(),6920.709036245763,0.0
828,APICall::Landroid/content/res/TypedArray.getResourceId(),6919.236442550078,0.0
1285,APICall::Landroid/view/Window.getAttributes(),6904.787008398043,0.0
566,APICall::Landroid/view/View.getLayoutParams(),6904.176048832318,0.0
1212,APICall::Landroid/widget/ImageView.setImageResource(),6898.59888236821,0.0
3949,Intent::PACKAGE_ADDED,6894.2941335630985,0.0
352,APICall::Landroid/content/Context.obtainStyledAttributes(),6889.607225066685,0.0
1088,APICall::Landroid/view/KeyEvent.getRepeatCount(),6886.398650695867,0.0
1112,APICall::Landroid/view/MotionEvent.getPointerId(),6878.49110888838,0.0
224,APICall::Landroid/view/Window.addFlags(),6866.012132121448,0.0
528,APICall::Landroid/content/ContentResolver.query(),6862.5807949452155,0.0
220,APICall::Landroid/view/ViewConfiguration.get(),6851.145491935558,0.0
966,APICall::Landroid/view/View.setLayoutParams(),6845.456773521855,0.0
375,APICall::Landroid/view/ViewConfiguration.getScaledTouchSlop(),6843.001264010761,0.0
307,APICall::Landroid/util/SparseArray.remove(),6839.653783374893,0.0
629,APICall::Landroid/widget/TextView.setVisibility(),6838.070894738049,0.0
2497,APICall::Landroid/view/ViewConfiguration.getTapTimeout(),6828.560559495766,0.0
1284,APICall::Landroid/view/View.setId(),6827.045089211074,0.0
1060,APICall::Landroid/util/SparseArray.valueAt(),6825.156757157734,0.0
1370,APICall::Landroid/widget/Button.setText(),6823.145415430034,0.0
894,APICall::Landroid/os/Parcel.readParcelable(),6821.848635415195,0.0
25,APICall::Landroid/view/View.requestFocus(),6819.789675034851,0.0
707,APICall::Landroid/os/Parcel.writeParcelable(),6818.764219992197,0.0
1151,APICall::Landroid/view/View.getLeft(),6811.408413452382,0.0
627,APICall::Landroid/view/View.measure(),6808.384465531836,0.0
509,APICall::Landroid/widget/ImageView.setImageDrawable(),6807.7616992471485,0.0
7,APICall::Landroid/view/View.setTag(),6807.030595189319,0.0
190,APICall::Landroid/content/ContentResolver.openInputStream(),6805.151250424504,0.0
1138,APICall::Landroid/os/Bundle.putSparseParcelableArray(),6794.238878866962,0.0
434,APICall::Landroid/view/View.getBackground(),6790.568911123243,0.0
1282,APICall::Landroid/os/Bundle.getSparseParcelableArray(),6790.53367651688,0.0
1229,APICall::Landroid/os/Handler.getLooper(),6783.186109979785,0.0
430,APICall::Landroid/view/VelocityTracker.obtain(),6781.25125387802,0.0
123,APICall::Landroid/view/View.getRight(),6780.901483429364,0.0
2023,APICall::Landroid/util/SparseArray.keyAt(),6778.905251398264,0.0
1174,APICall::Landroid/view/VelocityTracker.addMovement(),6778.881684134045,0.0
634,APICall::Landroid/view/VelocityTracker.computeCurrentVelocity(),6778.776817523643,0.0
513,APICall::Landroid/content/res/Resources.getColor(),6776.407557784078,0.0
28,APICall::Landroid/view/VelocityTracker.recycle(),6774.6445178977165,0.0
1144,APICall::Landroid/util/SparseArray.clear(),6765.940652237045,0.0
2041,APICall::Landroid/os/Bundle.putStringArray(),6765.058537255017,0.0
666,APICall::Landroid/content/res/Resources$Theme.resolveAttribute(),6762.211543796274,0.0
517,APICall::Landroid/view/View.findViewById(),6761.302175083323,0.0
745,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setClassName(),6761.117393963452,0.0
770,APICall::Landroid/widget/LinearLayout.setVisibility(),6759.037073511878,0.0
1087,APICall::Landroid/view/accessibility/AccessibilityEvent.setClassName(),6757.083311839947,0.0
1057,APICall::Landroid/view/MotionEvent.findPointerIndex(),6756.1455742240205,0.0
649,APICall::Landroid/view/View.startAnimation(),6753.855573513542,0.0
776,APICall::Landroid/view/View.getParent(),6753.1631938758255,0.0
431,APICall::Landroid/view/View.postDelayed(),6752.9362246850715,0.0
265,APICall::Landroid/view/View.setPadding(),6751.974535708145,0.0
705,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.addAction(),6749.456775570202,0.0
687,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getPackageName(),6747.866618885584,0.0
956,APICall::Landroid/widget/EdgeEffect.onPull(),6747.352579662943,0.0
587,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getBoundsInParent(),6747.132328473748,0.0
1258,APICall::Landroid/view/View.setAccessibilityDelegate(),6747.126307455365,0.0
494,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getText(),6745.867679454172,0.0
1007,APICall::Landroid/widget/EdgeEffect.onRelease(),6745.60865678652,0.0
1030,APICall::Landroid/widget/EdgeEffect.setSize(),6745.189024841796,0.0
1156,APICall::Landroid/widget/EdgeEffect.isFinished(),6745.189024841796,0.0
383,APICall::Landroid/widget/EdgeEffect.draw(),6745.189024841796,0.0
749,APICall::Landroid/view/View$BaseSavedState.writeToParcel(),6744.9766802403265,0.0
1170,APICall::Landroid/content/res/TypedArray.getDimensionPixelSize(),6743.940954309121,0.0
1193,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getClassName(),6743.792674450183,0.0
1269,APICall::Landroid/view/View.postOnAnimation(),6743.501392759243,0.0
941,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getContentDescription(),6743.268225987767,0.0
43,APICall::Landroid/widget/TextView.setSingleLine(),6743.00174868148,0.0
256,APICall::Landroid/view/View$AccessibilityDelegate.sendAccessibilityEvent(),6742.807812144972,0.0
328,APICall::Landroid/view/View$AccessibilityDelegate.onInitializeAccessibilityNodeInfo(),6742.702920194755,0.0
84,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getBoundsInScreen(),6742.429110333793,0.0
829,APICall::Landroid/view/View$AccessibilityDelegate.onRequestSendAccessibilityEvent(),6741.927975846684,0.0
20,APICall::Landroid/view/View$AccessibilityDelegate.sendAccessibilityEventUnchecked(),6741.718187539891,0.0
754,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isCheckable(),6741.3629653203525,0.0
925,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isClickable(),6741.3629653203525,0.0
350,APICall::Landroid/os/Parcel.writeTypedArray(),6741.107962271393,0.0
489,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isPassword(),6741.048275925904,0.0
203,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isSelected(),6741.048275925904,0.0
1017,APICall::Landroid/view/View.postInvalidateOnAnimation(),6740.791965958278,0.0
622,APICall::Landroid/view/View$AccessibilityDelegate.onInitializeAccessibilityEvent(),6740.605088798255,0.0
669,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isScrollable(),6740.5237943244965,0.0
782,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getActions(),6740.2333948887745,0.0
1234,APICall::Landroid/view/View$AccessibilityDelegate.dispatchPopulateAccessibilityEvent(),6739.556178536219,0.0
614,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isFocused(),6739.410525718501,0.0
86,APICall::Landroid/view/VelocityTracker.clear(),6739.217125015268,0.0
72,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isLongClickable(),6739.200739148953,0.0
601,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isFocusable(),6739.095845918497,0.0
1045,APICall::Landroid/view/View$AccessibilityDelegate.onPopulateAccessibilityEvent(),6737.814015755493,0.0
426,APICall::Landroid/view/VelocityTracker.getYVelocity(),6737.394431566534,0.0
277,APICall::Landroid/content/res/TypedArray.getInteger(),6736.974982960563,0.0
1056,APICall::Landroid/view/MotionEvent.getPointerCount(),6736.920516022542,0.0
159,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isEnabled(),6736.1358169801315,0.0
545,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isChecked(),6735.191834258767,0.0
810,APICall::Landroid/view/ViewParent.getParent(),6735.060962484642,0.0
655,APICall::Landroid/widget/TextView.setEllipsize(),6734.838918422737,0.0
131,APICall::Landroid/view/View$AccessibilityDelegate.performAccessibilityAction(),6734.439873817846,0.0
116,APICall::Landroid/view/View$AccessibilityDelegate.getAccessibilityNodeProvider(),6733.915403612524,0.0
866,APICall::Landroid/view/View.clearAnimation(),6733.7926397625615,0.0
65,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setScrollable(),6733.754275510876,0.0
339,APICall::Landroid/view/ViewConfiguration.getScaledMaximumFlingVelocity(),6732.490681608832,0.0
467,APICall::Landroid/content/Intent.getComponent(),6732.354245534345,0.0
1206,APICall::Landroid/os/Handler.sendEmptyMessage(),6731.840588798179,0.0
418,APICall::Landroid/view/ViewGroup.draw(),6731.31692520319,0.0
732,APICall::Landroid/content/res/Resources.getResourcePackageName(),6731.106661275015,0.0
5096,Permission::RESTART_PACKAGES,6729.200933906457,0.0
247,APICall::Landroid/content/res/TypedArray.getColor(),6727.852121936236,0.0
1655,APICall::Landroid/view/View.postOnAnimationDelayed(),6727.844233403717,0.0
1190,APICall::Landroid/widget/ImageView.getDrawable(),6727.094559397528,0.0
214,APICall::Landroid/view/ViewGroup.onDetachedFromWindow(),6725.436753847464,0.0
305,APICall::Landroid/view/ViewGroup.onSaveInstanceState(),6722.752514514982,0.0
1195,APICall::Landroid/view/ViewGroup.onRestoreInstanceState(),6722.752514514982,0.0
944,APICall::Landroid/os/Handler.hasMessages(),6722.475332079025,0.0
219,APICall::Landroid/view/ViewGroup.checkLayoutParams(),6718.515365988227,0.0
348,APICall::Landroid/view/FocusFinder.findNextFocus(),6718.432587452154,0.0
263,APICall::Landroid/view/FocusFinder.getInstance(),6718.327701417652,0.0
1265,APICall::Landroid/content/res/Resources.getConfiguration(),6718.31971728512,0.0
724,APICall::Landroid/view/View.isFocused(),6718.305530880953,0.0
16,APICall::Landroid/view/View.getScrollX(),6715.559497718798,0.0
608,APICall::Landroid/content/res/ColorStateList.getDefaultColor(),6714.788504308937,0.0
524,APICall::Landroid/os/Handler.handleMessage(),6711.921110077327,0.0
18,APICall::Landroid/view/View.getScrollY(),6710.655766913083,0.0
212,APICall::Landroid/view/ViewGroup.onAttachedToWindow(),6710.192969243974,0.0
1242,APICall::Landroid/content/res/Resources.getResourceTypeName(),6707.300497121614,0.0
257,APICall::Landroid/content/ComponentName.flattenToShortString(),6706.0558942201915,0.0
2223,APICall::Landroid/widget/EdgeEffect.onAbsorb(),6702.975365020099,0.0
411,APICall::Landroid/view/animation/AnimationUtils.currentAnimationTimeMillis(),6702.481677567029,0.0
693,APICall::Landroid/content/ComponentName.getPackageName(),6700.263036080121,0.0
110,APICall::Landroid/os/Bundle.putAll(),6698.119951131474,0.0
850,APICall::Landroid/view/LayoutInflater.getFactory(),6692.049511320563,0.0
417,APICall::Landroid/view/ViewConfiguration.getScaledMinimumFlingVelocity(),6689.024550928285,0.0
2043,APICall::Landroid/os/Message.obtain(),6688.236163054213,0.0
2125,APICall::Landroid/view/accessibility/AccessibilityRecord.setMaxScrollX(),6679.813557541493,0.0
1646,APICall::Landroid/view/accessibility/AccessibilityRecord.setMaxScrollY(),6679.813557541493,0.0
800,APICall::Landroid/text/TextUtils.writeToParcel(),6676.220499895479,0.0
793,APICall::Landroid/view/View.getLayoutDirection(),6673.455056234773,0.0
959,APICall::Landroid/content/pm/PackageManager.getActivityInfo(),6671.9398661175865,0.0
262,APICall::Landroid/widget/TextView.setLayoutParams(),6671.351051586957,0.0
100,APICall::Landroid/util/AttributeSet.getPositionDescription(),6670.125079595095,0.0
14,APICall::Landroid/view/View.invalidate(),6669.487774016555,0.0
1141,APICall::Landroid/view/View.saveHierarchyState(),6667.234475926754,0.0
867,APICall::Landroid/view/animation/Animation.setAnimationListener(),6666.822473276381,0.0
121,APICall::Landroid/view/View.restoreHierarchyState(),6665.602162932379,0.0
1259,APICall::Landroid/view/Gravity.getAbsoluteGravity(),6662.006277445645,0.0
448,APICall::Landroid/widget/OverScroller.getFinalY(),6658.4935657691385,0.0
1491,APICall::Landroid/widget/OverScroller.fling(),6653.52275994746,0.0
578,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getViewIdResourceName(),6652.148403144654,0.0
641,APICall::Landroid/view/View.getLayerType(),6651.738947227191,0.0
1283,APICall::Landroid/view/animation/AnimationUtils.loadAnimation(),6644.825535303344,0.0
323,APICall::Landroid/content/Context.getTheme(),6644.244792336003,0.0
320,APICall::Landroid/net/Uri.encode(),6640.682232727541,0.0
423,APICall::Landroid/view/VelocityTracker.getXVelocity(),6636.114935037688,0.0
267,APICall::Landroid/view/MenuItem.setIntent(),6635.084083451787,0.0
394,APICall::Landroid/view/ViewParent.requestDisallowInterceptTouchEvent(),6635.056119094614,0.0
246,APICall::Landroid/view/accessibility/AccessibilityEvent.getEventType(),6631.768689157209,0.0
1059,APICall::Landroid/content/Intent.getExtras(),6629.445554509089,0.0
1091,APICall::Landroid/view/View.offsetLeftAndRight(),6628.777766091679,0.0
433,APICall::Landroid/widget/OverScroller.computeScrollOffset(),6627.148213177976,0.0
293,APICall::Landroid/widget/OverScroller.getCurrY(),6626.623867257257,0.0
289,APICall::Landroid/widget/OverScroller.startScroll(),6625.976066019392,0.0
539,APICall::Landroid/widget/OverScroller.abortAnimation(),6620.0166081283105,0.0
1724,APICall::Landroid/widget/OverScroller.getCurrVelocity(),6618.852711424361,0.0
498,APICall::Landroid/view/ViewGroup.onTouchEvent(),6618.5928613178385,0.0
686,APICall::Landroid/view/MenuItem.setShowAsAction(),6618.18055358392,0.0
292,APICall::Landroid/widget/OverScroller.getCurrX(),6616.97606914088,0.0
648,APICall::Landroid/view/View.setImportantForAccessibility(),6616.240965354224,0.0
619,APICall::Landroid/view/Window.getDecorView(),6614.19920138663,0.0
917,APICall::Landroid/view/View.getImportantForAccessibility(),6613.619019571898,0.0
230,APICall::Landroid/view/Menu.findItem(),6613.445173819473,0.0
1118,APICall::Landroid/content/res/Resources.getText(),6613.0960657957585,0.0
1167,APICall::Landroid/widget/TextView.setTextAppearance(),6609.100459043618,0.0
486,APICall::Landroid/widget/OverScroller.isFinished(),6607.390721325049,0.0
475,APICall::Landroid/content/res/TypedArray.getDrawable(),6605.628206783479,0.0
2006,APICall::Landroid/view/ViewConfiguration.getLongPressTimeout(),6600.658954437378,0.0
683,APICall::Landroid/content/Intent.setComponent(),6598.872415894168,0.0
343,APICall::Landroid/net/Uri$Builder.scheme(),6598.748822119738,0.0
502,APICall::Landroid/os/Looper.getMainLooper(),6598.4649968723,0.0
607,APICall::Landroid/view/MenuItem.setActionView(),6597.604737733452,0.0
831,APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setParent(),6596.473459138978,0.0
1119,APICall::Landroid/net/Uri$Builder.authority(),6594.867076633661,0.0
1632,APICall::Landroid/view/View.setTranslationY(),6581.053021657572,0.0
1105,APICall::Landroid/view/ViewGroup.onDraw(),6577.173492978383,0.0
1711,APICall::Landroid/view/ViewPropertyAnimator.setListener(),6565.753406540801,0.0
338,APICall::Landroid/view/ViewGroup.removeView(),6562.928396190179,0.0
1120,APICall::Landroid/view/View.getWindowToken(),6562.759541851926,0.0
297,APICall::Landroid/widget/TextView.setTextSize(),6559.386571589122,0.0
462,APICall::Landroid/content/res/Resources.getIdentifier(),6557.69549647965,0.0
643,APICall::Landroid/view/View.canScrollVertically(),6555.39560257795,0.0
2691,APICall::Landroid/view/View.animate(),6551.704302360459,0.0
883,APICall::Landroid/view/ViewGroup.getBottom(),6551.665621459133,0.0
1273,APICall::Landroid/view/ViewGroup.getTop(),6551.022372496004,0.0
1661,APICall::Landroid/view/View.setAlpha(),6550.885352405031,0.0
639,APICall::Landroid/view/View.resolveSizeAndState(),6546.978153733734,0.0
210,APICall::Landroid/view/MenuItem.hasSubMenu(),6546.946473103028,0.0
512,APICall::Landroid/webkit/MimeTypeMap.getSingleton(),6545.218495919159,0.0
2389,APICall::Landroid/view/ViewPropertyAnimator.cancel(),6542.675055629583,0.0
105,APICall::Landroid/webkit/MimeTypeMap.getMimeTypeFromExtension(),6542.673077464654,0.0
142,APICall::Landroid/view/animation/AnimationSet.addAnimation(),6539.053776298549,0.0
32,APICall::Landroid/os/Bundle.getBoolean(),6537.852937286232,0.0
712,APICall::Landroid/view/ViewGroup.getLeft(),6536.1059852929175,0.0
1795,APICall::Landroid/view/ViewPropertyAnimator.translationY(),6535.216760399721,0.0
355,APICall::Landroid/view/ViewGroup.getRight(),6534.952903867621,0.0
1187,APICall::Landroid/content/Intent.getParcelableExtra(),6534.642663193379,0.0
1748,APICall::Landroid/view/View.getMeasuredState(),6533.791443105266,0.0
778,APICall::Landroid/view/ViewGroup.getChildAt(),6533.752472455313,0.0
403,APICall::Landroid/content/res/Resources.getDisplayMetrics(),6530.864650605412,0.0
413,APICall::Landroid/view/View.postInvalidate(),6529.131145545698,0.0
384,APICall::Landroid/widget/TextView.getMeasuredHeight(),6527.49695011631,0.0
645,APICall::Landroid/os/Bundle.putParcelableArray(),6527.221664485476,0.0
221,APICall::Landroid/widget/TextView.layout(),6527.031107910037,0.0
992,APICall::Landroid/view/View.sendAccessibilityEvent(),6526.917794991004,0.0
1111,APICall::Landroid/net/TrafficStats.setThreadStatsTag(),6526.863027677302,0.0
837,APICall::Landroid/widget/TextView.getMeasuredWidth(),6524.916393865665,0.0
2677,APICall::Landroid/view/View.getTranslationY(),6523.597913414465,0.0
1103,APICall::Landroid/content/Intent.getIntExtra(),6519.9574843176815,0.0
728,APICall::Landroid/view/View.getTop(),6518.857238607972,0.0
915,APICall::Landroid/widget/TextView.getContext(),6517.642387517155,0.0
496,APICall::Landroid/content/res/Resources$Theme.obtainStyledAttributes(),6517.150206384505,0.0
510,APICall::Landroid/view/MotionEvent.getAction(),6514.806305472569,0.0
104,APICall::Landroid/view/View.offsetTopAndBottom(),6512.788796989638,0.0
562,APICall::Landroid/view/MenuItem.expandActionView(),6511.709839562802,0.0
730,APICall::Landroid/view/View.getBottom(),6511.094050087419,0.0
1421,APICall::Landroid/view/ViewGroup$MarginLayoutParams.getMarginStart(),6504.895287888604,0.0
2066,APICall::Landroid/view/ViewGroup$MarginLayoutParams.getMarginEnd(),6504.475538121655,0.0
366,APICall::Landroid/view/View.setBackgroundDrawable(),6503.683854193435,0.0
235,APICall::Landroid/view/View.addFocusables(),6503.069060064261,0.0
270,APICall::Landroid/os/Looper.getThread(),6501.68068316223,0.0
569,APICall::Landroid/widget/ListView.setSelectionFromTop(),6500.173136734549,0.0
294,APICall::Landroid/widget/OverScroller.getFinalX(),6498.388103659796,0.0
213,APICall::Landroid/view/ViewGroup.post(),6497.078999676007,0.0
715,APICall::Landroid/view/animation/Interpolator.getInterpolation(),6497.018738837187,0.0
640,APICall::Landroid/os/Looper.myLooper(),6495.199757313401,0.0
848,APICall::Landroid/view/accessibility/AccessibilityEvent.setPackageName(),6495.12856308877,0.0
1869,APICall::Landroid/view/View.onTouchEvent(),6490.705674751065,0.0
501,APICall::Landroid/widget/Scroller.computeScrollOffset(),6489.621466039694,0.0
164,APICall::Landroid/widget/Scroller.getCurrX(),6488.6784314930865,0.0
13,APICall::Landroid/widget/Scroller.getCurrY(),6485.325446059206,0.0
114,APICall::Landroid/widget/Scroller.startScroll(),6483.6664223949765,0.0
136,APICall::Landroid/view/ViewGroup.addView(),6483.126383969985,0.0
463,APICall::Landroid/content/Intent.setAction(),6482.517114051474,0.0
335,APICall::Landroid/widget/ListView.getChildAt(),6480.7478457335665,0.0
625,APICall::Landroid/widget/Scroller.getFinalX(),6479.866959667594,0.0
1012,APICall::Landroid/widget/ListView.setAdapter(),6479.2649513509095,0.0
2051,APICall::Landroid/widget/FrameLayout.onLayout(),6479.23010647074,0.0
985,APICall::Landroid/widget/Scroller.isFinished(),6478.361615206404,0.0
2603,APICall::Landroid/widget/FrameLayout.onMeasure(),6478.0755634550305,0.0
552,APICall::Landroid/widget/Scroller.abortAnimation(),6477.645708143965,0.0
1758,APICall::Landroid/view/MotionEvent.getSource(),6476.965749399058,0.0
68,APICall::Landroid/content/Intent.getStringExtra(),6476.221575234975,0.0
2650,APICall::Landroid/view/MotionEvent.getEventTime(),6476.086342450231,0.0
465,APICall::Landroid/widget/ListView.getFirstVisiblePosition(),6471.8915856693275,0.0
633,APICall::Landroid/os/Bundle.getParcelableArray(),6470.454301373637,0.0
62,APICall::Landroid/content/Intent.putExtra(),6468.791722286057,0.0
144,APICall::Landroid/widget/FrameLayout.addView(),6468.008425019047,0.0
621,APICall::Landroid/os/Bundle.getInt(),6467.738238705524,0.0
2108,APICall::Landroid/view/View.getMinimumHeight(),6465.72210516105,0.0
522,APICall::Landroid/content/pm/PackageManager.getResourcesForApplication(),6461.219061034846,0.0
1787,APICall::Landroid/view/ViewPropertyAnimator.setDuration(),6460.1254186188435,0.0
356,APICall::Landroid/os/Bundle.isEmpty(),6458.798825211318,0.0
2502,APICall::Landroid/widget/ListView.getChildCount(),6456.92898489417,0.0
358,APICall::Landroid/view/View.getPaddingLeft(),6456.0402197364,0.0
1414,APICall::Landroid/widget/ListView.getHeight(),6455.291631279745,0.0
910,APICall::Landroid/view/ViewGroup.requestDisallowInterceptTouchEvent(),6451.986176072078,0.0
1093,APICall::Landroid/view/KeyEvent.startTracking(),6451.79663058821,0.0
1750,APICall::Landroid/view/MotionEvent.getAxisValue(),6451.539302871483,0.0
987,APICall::Landroid/os/Bundle.getBundle(),6451.294609218179,0.0
938,APICall::Landroid/util/TypedValue.getDimension(),6450.402602584942,0.0
1287,APICall::Landroid/view/View.getTag(),6450.158800421862,0.0
1962,APICall::Landroid/widget/ListView.getCount(),6448.697544517472,0.0
1712,APICall::Landroid/view/ViewPropertyAnimator.alpha(),6448.013344773754,0.0
518,APICall::Landroid/net/Uri$Builder.build(),6447.198094035433,0.0
53,APICall::Landroid/view/ViewConfiguration.getScaledPagingTouchSlop(),6446.08512994979,0.0
558,APICall::Landroid/view/View.getWidth(),6444.292100108951,0.0
891,APICall::Landroid/widget/ImageView.setLayoutParams(),6443.786673443536,0.0
921,APICall::Landroid/view/ViewGroup.drawChild(),6443.704392211717,0.0
1215,APICall::Landroid/os/Handler.sendEmptyMessageDelayed(),6443.186970622195,0.0
1134,APICall::Landroid/content/res/Resources.getDimensionPixelSize(),6440.103046458314,0.0
946,APICall::Landroid/content/res/TypedArray.recycle(),6439.1679808281915,0.0
313,APICall::Landroid/view/View.draw(),6438.475668484768,0.0
1261,APICall::Landroid/content/pm/PackageManager.resolveContentProvider(),6436.471135791853,0.0
2583,APICall::Landroid/view/View.getAlpha(),6436.359452170528,0.0
631,APICall::Landroid/view/ViewGroup.getWidth(),6432.662064072535,0.0
688,APICall::Landroid/content/Intent.addFlags(),6432.002873641,0.0
874,APICall::Landroid/view/View.getHeight(),6431.880876719108,0.0
1095,APICall::Landroid/os/Binder.onTransact(),6429.981273882537,0.0
769,APICall::Landroid/content/res/Resources.getDrawable(),6429.824374554935,0.0
251,APICall::Landroid/os/Parcel.enforceInterface(),6429.774311685491,0.0
89,APICall::Landroid/os/IBinder.queryLocalInterface(),6428.768619521155,0.0
1182,APICall::Landroid/content/res/TypedArray.getInt(),6428.215667664499,0.0
791,APICall::Landroid/view/ViewGroup.onKeyUp(),6426.915886793668,0.0
439,APICall::Landroid/widget/TextView.setText(),6426.119798531254,0.0
1005,APICall::Landroid/content/res/Resources.getSystem(),6425.690999837852,0.0
772,APICall::Landroid/view/ViewGroup.onKeyDown(),6423.695607343733,0.0
1999,APICall::Landroid/content/BroadcastReceiver.onReceive(),6423.337188776315,0.0
1102,APICall::Landroid/content/Context.startActivities(),6421.762680092444,0.0
1013,APICall::Landroid/os/Bundle.putBoolean(),6421.2534334532975,0.0
378,APICall::Landroid/widget/TextView.setOnClickListener(),6420.618195191959,0.0
1037,APICall::Landroid/content/res/Resources.getInteger(),6420.052973917253,0.0
22,APICall::Landroid/os/SystemClock.uptimeMillis(),6417.213032945111,0.0
2357,APICall::Landroid/net/Uri$Builder.appendEncodedPath(),6414.798343920849,0.0
399,APICall::Landroid/widget/LinearLayout.addView(),6413.81997086151,0.0
374,APICall::Landroid/os/HandlerThread.getLooper(),6413.516578474608,0.0
133,APICall::Landroid/view/ViewGroup.removeAllViews(),6412.196720104566,0.0
668,APICall::Landroid/view/Window.clearFlags(),6412.175293603918,0.0
964,APICall::Landroid/view/View.getContext(),6411.690279203254,0.0
1858,APICall::Landroid/view/KeyEvent.isAltPressed(),6411.624143227795,0.0
368,APICall::Landroid/content/res/TypedArray.getBoolean(),6411.152003138226,0.0
51,APICall::Landroid/os/Parcel.writeInterfaceToken(),6410.013491828852,0.0
134,APICall::Landroid/view/MotionEvent.getX(),6408.764363973212,0.0
1792,APICall::Landroid/view/ViewPropertyAnimator.start(),6407.869191209116,0.0
753,APICall::Landroid/widget/LinearLayout.setOrientation(),6405.921895650752,0.0
511,APICall::Landroid/view/MotionEvent.getY(),6404.138504027214,0.0
50,APICall::Landroid/content/Intent.makeMainActivity(),6404.083616477221,0.0
2307,APICall::Landroid/view/View.getPaddingRight(),6403.198822860791,0.0
1435,APICall::Landroid/content/Context.getDrawable(),6400.571950695584,0.0
948,APICall::Landroid/view/ViewGroup.onSizeChanged(),6400.124161252344,0.0
370,APICall::Landroid/os/HandlerThread.start(),6399.106933632773,0.0
24,APICall::Landroid/view/MotionEvent.obtain(),6399.089866383945,0.0
1149,APICall::Landroid/widget/TextView.setId(),6397.249277360714,0.0
2117,APICall::Landroid/widget/ImageView.setScaleType(),6396.797738954643,0.0
1122,APICall::Landroid/view/View.getVisibility(),6396.733258725695,0.0
1025,APICall::Landroid/view/View.dispatchTouchEvent(),6396.155097204371,0.0
1176,APICall::Landroid/view/animation/AlphaAnimation.setDuration(),6395.454094942643,0.0
283,APICall::Landroid/content/Context.unbindService(),6394.188186361623,0.0
301,APICall::Landroid/content/ContentProvider.attachInfo(),6394.090118436419,0.0
1237,APICall::Landroid/os/Handler.post(),6393.651706453121,0.0
1853,APICall::Landroid/view/KeyEvent.isShiftPressed(),6392.628488063638,0.0
